file,msg,msg_zh,source,msg_id,cutscene_source,wem_id,deprecated,msg_id_number
/@/ogg/784077856.ogg,"If you have known sin, if you grieve for this world,",如果你对罪孽知情，并为世界烦忧──,Cutscene,21050250,Miquella,784077856.wem,,21050250
/@/ogg/975429105.ogg,A thousand year voyage guided by compassion.,将遵循温柔的法则，开始千年的旅程。,Cutscene,21050300,Miquella,975429105.wem,1,21050300
/@/ogg/581480021.ogg,Tarnished one.,……褪色者啊。,Cutscene,21050350,Miquella,581480021.wem,,21050350
/@/ogg/443029087.ogg,"Beginning here, love encompasses all.",众生啊，唯独思考爱吧──,Cutscene,21050400,Miquella,443029087.wem,1,21050400
/@/ogg/553871737.ogg,Aspiring Lord of the old order.,老旧律法之王啊。,Cutscene,21050450,Miquella,553871737.wem,,21050450
/@/ogg/742175694.ogg,"No living thing will be denied, no deed censured.",那不因人、不因事排拒，也不问罪过的存在。,Cutscene,21050500,Miquella,742175694.wem,1,21050500
/@/ogg/614618494.ogg,"If you have known sin, if you grieve for this world,",如果你对罪孽知情，并为世界烦忧──,Cutscene,21050550,Miquella,614618494.wem,1,21050550
/@/ogg/172884354.ogg,I am ready. To embrace the whole of it.,我将怀抱众生万物。,Cutscene,21050600,Miquella,172884354.wem,,21050600
/@/ogg/1052283734.ogg,then yield the path forward to us.,就请你让出路来。,Cutscene,21050650,Miquella,1052283734.wem,1,21050650
/@/ogg/981123616.ogg,Let us go together.,……一起走吧。,Cutscene,21050700,Miquella,981123616.wem,1,21050700
/@/ogg/870773449.ogg,"To I, Miquella,",那条路由我米凯拉──,Cutscene,21050750,Miquella,870773449.wem,1,21050750
/@/ogg/520642004.ogg,"Radahn, my promised consort.",拉塔恩──我约定的王啊。,Cutscene,21050800,Miquella,520642004.wem,,21050800
/@/ogg/578769120.ogg,"and my promised consort, Radahn.",以及我约定的王，拉塔恩前行。,Cutscene,21050850,Miquella,578769120.wem,1,21050850
/@/ogg/584021055.ogg,Mongrel intruder.,……无礼的入侵者。,Cutscene,21060000,,584021055.wem,,21060000
/@/ogg/141481375.ogg,"Thou'rt Tarnished, it seemeth.",是褪色者啊。,Cutscene,21060100,,141481375.wem,,21060100
/@/ogg/486336089.ogg,"Mother, wouldst thou truly Lordship sanction,",母亲，您真的把为王之任……,Cutscene,21060200,,486336089.wem,,21060200
/@/ogg/913121721.ogg,in one so bereft of light?,交付无光者了？,Cutscene,21060300,,913121721.wem,,21060300
/@/ogg/999617110.ogg,Yet...my purpose standeth unchanged.,……即便如此，我的使命依旧。,Cutscene,21060400,,999617110.wem,,21060400
/@/ogg/679900171.ogg,Those stripped of the Grace of Gold shall all meet death.,对不受黄金赐福的，降下死亡……,Cutscene,21060500,,679900171.wem,,21060500
/@/ogg/854313719.ogg,In the embrace of Messmer's flame.,受梅瑟莫之火吞噬吧。,Cutscene,21060600,,854313719.wem,,21060600
/@/ogg/929629184.ogg,Enough...,……这么久了……,Cutscene,21070000,,929629184.wem,,21070000
/@/ogg/534777014.ogg,I have endured...more than enough...,……也都够了吧……,Cutscene,21070100,,534777014.wem,,21070100
/@/ogg/1023166073.ogg,"I ask you forgive me, dearest Nanaya...",……原谅我吧，娜娜亚。,Cutscene,21070200,,1023166073.wem,,21070200
/@/ogg/496796365.ogg,Ahhhhhh...,,Cutscene,21070300,,496796365.wem,,21070300
/@/ogg/904360043.ogg,Ahh...,,Cutscene,21070400,,904360043.wem,,21070400
/@/ogg/434594919.ogg,UnkText,,Cutscene,21100700,,434594919.wem,,21100700
/@/ogg/834021862.ogg,Gah...hah...,,Cutscene,21101000,,834021862.wem,,21101000
/@/ogg/430960493.ogg,I will not suffer...,……绝不能发生……,Cutscene,21101100,,430960493.wem,,21101100
/@/ogg/666599311.ogg,A lord devoid of light.,……怎能让无光者、当上王？,Cutscene,21101200,,666599311.wem,,21101200
/@/ogg/544612103.ogg,"O mother, forgive me.",母亲啊，请您原谅我。,Cutscene,21101300,,544612103.wem,,21101300
/@/ogg/519547098.ogg,Grah!,,Cutscene,21101400,,519547098.wem,,21101400
/@/ogg/618774424.ogg,A-Argh...,,Cutscene,21101500,,618774424.wem,,21101500
/@/ogg/15684838.ogg,Gah... Phew...,,Cutscene,21101600,,15684838.wem,,21101600
/@/ogg/45064879.ogg,"Soon, Tarnished.",……褪色者啊。,Cutscene,21101800,,45064879.wem,,21101800
/@/ogg/354216721.ogg,Wilt thou be taken in the jaws...,受吞噬吧──,Cutscene,21101900,,354216721.wem,,21101900
/@/ogg/815748948.ogg,"Of the abyssal serpent, shorn of light.",无光的深渊之蛇等着你。,Cutscene,21102000,,815748948.wem,,21102000
/@/ogg/797248907.ogg,Make Miquella stop...,,St. Trina,21110000,,797248907.wem,,21110000
/@/ogg/240764432.ogg,Don't turn the poor thing into a god...,,St. Trina,21110100,,240764432.wem,,21110100
/@/ogg/794040997.ogg,Godhood would be Miquella's prison.,,St. Trina,21120000,,794040997.wem,,21120000
/@/ogg/253959276.ogg,A caged divinity...is beyond saving.,,St. Trina,21120100,,253959276.wem,,21120100
/@/ogg/145076916.ogg,You must kill Miquella...,,St. Trina,21130000,,145076916.wem,,21130000
/@/ogg/104247929.ogg,Grant him forgiveness.,,St. Trina,21130100,,104247929.wem,,21130100
/@/ogg/369925275.ogg,UnkText,,St. Trina,21140000,,369925275.wem,,21140000
/@/ogg/910043219.ogg,UnkText,,St. Trina,21140100,,910043219.wem,,21140100
/@/ogg/62605588.ogg,Those stripped of the Grace of Gold shall all meet death.,对不受黄金赐福的，降下死亡……,Messmer the Impaler,1010300000,,62605588.wem,,1010300000
/@/ogg/110891425.ogg,In the embrace of Messmer's flame.,受梅瑟莫之火吞噬吧。,Messmer the Impaler,1010300010,,110891425.wem,,1010300010
/@/ogg/1002242588.ogg,O lightless creature...,……无光者啊……,Messmer the Impaler,1010400000,,1002242588.wem,,1010400000
/@/ogg/173702652.ogg,"Embrace thine oblivion, as shall I.",一同步上毁灭之路吧。,Messmer the Impaler,1010400010,,173702652.wem,,1010400010
/@/ogg/453497667.ogg,UnkText,,Messmer the Impaler,1010410000,,453497667.wem,,1010410000
/@/ogg/565546627.ogg,UnkText,,Messmer the Impaler,1010410010,,565546627.wem,,1010410010
/@/ogg/475547696.ogg,UnkText,,Messmer the Impaler,1010500000,,475547696.wem,,1010500000
/@/ogg/464229457.ogg,UnkText,,Messmer the Impaler,1010500010,,464229457.wem,,1010500010
/@/ogg/2034313.ogg,Mother... Marika...,……吾母玛莉卡啊。,Messmer the Impaler,1010510000,,2034313.wem,,1010510000
/@/ogg/372842292.ogg,A curse...upon thee...,受诅咒吧……,Messmer the Impaler,1010510010,,372842292.wem,,1010510010
/@/ogg/949064150.ogg,...,……,Hornsent Grandam,1020290000,,949064150.wem,,1020290000
/@/ogg/99753951.ogg,A-Ah!,……！,Hornsent Grandam,1020300010,,99753951.wem,,1020300010
/@/ogg/328998402.ogg,"Who art thou, stranger...?",你是什么东西……？,Hornsent Grandam,1020300020,,328998402.wem,,1020300020
/@/ogg/749866081.ogg,"...by the look of thee, another of Messmer's peons, methinks.",……又是梅瑟莫的爪牙？,Hornsent Grandam,1020300030,,749866081.wem,,1020300030
/@/ogg/275578924.ogg,"Tell me, dost thy kind never weary grow?",……你们都不烦腻吶？,Hornsent Grandam,1020300040,,275578924.wem,,1020300040
/@/ogg/345735015.ogg,How do these old bones fascinate thee yet?,还来找我老太婆做什么？,Hornsent Grandam,1020300050,,345735015.wem,,1020300050
/@/ogg/970692223.ogg,"Our lands were by thy kind set aflame, our tower by thy kind veiled in shadow.",一把火烧了我们的土地，用影子藏住了塔──,Hornsent Grandam,1020300060,,970692223.wem,,1020300060
/@/ogg/982326244.ogg,"Thou cam'st, robbing us of all, spoiling all. Have ye not basked in these deeds long enough?",都抢走、破坏我们的一切了，还嫌自己不够卑劣？,Hornsent Grandam,1020300070,,982326244.wem,,1020300070
/@/ogg/971781346.ogg,"Listen, progeny of the wanton strumpet.",……你们这群恶妇之子，记住了。,Hornsent Grandam,1020300090,,971781346.wem,,1020300090
/@/ogg/363745511.ogg,For thy sins thou shalt have thy recompense— the sacred beast shall unleash its ire.,神兽之怒迟早会带来报应。,Hornsent Grandam,1020300100,,363745511.wem,,1020300100
/@/ogg/582400866.ogg,"Till then, with this old hag do what thou wilt, for all the good it'll do thee in the end!",你们继续虐待我老太婆也无妨，等着大难临头吧！,Hornsent Grandam,1020300110,,582400866.wem,,1020300110
/@/ogg/777946055.ogg,"For what reason dost thou falter, villain?",……快啊，动手。,Hornsent Grandam,1020310000,,777946055.wem,,1020310000
/@/ogg/526098120.ogg,Enact thy sordid work with fullest pride.,之后再去宣扬自己做了什么好事。,Hornsent Grandam,1020310010,,526098120.wem,,1020310010
/@/ogg/124677541.ogg,"Else tuck away thy tail and leave for good,",没胆子就夹尾巴，滚吧。,Hornsent Grandam,1020310020,,124677541.wem,,1020310020
/@/ogg/766771166.ogg,loathsome issue of the rotten strumpet!,可恨的恶妇之子！,Hornsent Grandam,1020310030,,766771166.wem,,1020310030
/@/ogg/387397952.ogg,Be gone!,……滚出去！,Hornsent Grandam,1020320000,,387397952.wem,,1020320000
/@/ogg/1056366869.ogg,These lands were ours since times of old.,自古以来，这里就是我们的土地！,Hornsent Grandam,1020320010,,1056366869.wem,,1020320010
/@/ogg/187370999.ogg,Well! 'Tis no surprise. Thou hast thy choice made!,哼！又如何吶！,Hornsent Grandam,1020400000,,187370999.wem,,1020400000
/@/ogg/490567432.ogg,"Act as thou wilt, but still must I ask... Is killing me truly within thy pow'r?",再来几遭，也杀不了我老太婆！,Hornsent Grandam,1020400010,,490567432.wem,,1020400010
/@/ogg/464097473.ogg,Didst thou imagine I would beg thee cease?,要我求饶，门儿都没有！,Hornsent Grandam,1020400020,,464097473.wem,,1020400020
/@/ogg/827594083.ogg,"Nay, nay, do what thou wilt to this poor soul!",快啊，动手！继续动手！,Hornsent Grandam,1020400030,,827594083.wem,,1020400030
/@/ogg/421592801.ogg,Heaven shall judge thee all for thy deeds!,让上天看清楚！你们有多丑陋！,Hornsent Grandam,1020400040,,421592801.wem,,1020400040
/@/ogg/362684265.ogg,Aaaaaargh!,噫呀啊啊啊……,Hornsent Grandam,1020400050,,362684265.wem,,1020400050
/@/ogg/998312293.ogg,A-Argh!,噫！,Hornsent Grandam,1020410000,,998312293.wem,,1020410000
/@/ogg/304801699.ogg,Again!,什么东西！,Hornsent Grandam,1020410020,,304801699.wem,,1020410020
/@/ogg/1010905759.ogg,Messmer's peon come to plague me!,又是梅瑟莫的爪牙？,Hornsent Grandam,1020410030,,1010905759.wem,,1020410030
/@/ogg/597186012.ogg,"Act as thou wilt, but still must I ask... Is killing me truly within thy pow'r?",再来几遭，也杀不了我老太婆！,Hornsent Grandam,1020410040,,597186012.wem,,1020410040
/@/ogg/227302337.ogg,Didst thou imagine I would beg thee cease?,要我求饶，门儿都没有！,Hornsent Grandam,1020410050,,227302337.wem,,1020410050
/@/ogg/416931688.ogg,"Nay, nay, do what thou wilt to this poor soul!",快啊，动手！继续动手！,Hornsent Grandam,1020410060,,416931688.wem,,1020410060
/@/ogg/220191582.ogg,Heaven shall judge thee all for thy deeds!,让上天看清楚！你们有多丑陋！,Hornsent Grandam,1020410070,,220191582.wem,,1020410070
/@/ogg/321276963.ogg,Aaaaaargh!,噫呀啊啊啊……,Hornsent Grandam,1020410080,,321276963.wem,,1020410080
/@/ogg/591756914.ogg,"A curse upon thee, rotten miscreant.",……受诅咒吧……,Hornsent Grandam,1020500000,,591756914.wem,,1020500000
/@/ogg/682558350.ogg,"A curse upon the strumpet's progeny, upon Marika's children each and all.",恶妇之子、玛莉卡的孩子们……,Hornsent Grandam,1020500010,,682558350.wem,,1020500010
/@/ogg/248301259.ogg,The curse of the omen shall strike thee down...,全部蒙受不祥的诅咒吧……,Hornsent Grandam,1020500020,,248301259.wem,,1020500020
/@/ogg/273793670.ogg,In the form of the sacred beast's ire.,神兽之怒，降临吧……,Hornsent Grandam,1020500030,,273793670.wem,,1020500030
/@/ogg/420927758.ogg,May the curse strike thee...,……受诅咒吧……,Hornsent Grandam,1020510000,,420927758.wem,,1020510000
/@/ogg/467956762.ogg,To the very last...,你们全都受诅咒吧……,Hornsent Grandam,1020510010,,467956762.wem,,1020510010
/@/ogg/817776768.ogg,...,……,Hornsent Grandam,1020580000,,817776768.wem,,1020580000
/@/ogg/758102893.ogg,...A-Ah...,……唔，嗯……,Hornsent Grandam,1020590000,,758102893.wem,,1020590000
/@/ogg/485959529.ogg,...O-Oh?,……！,Hornsent Grandam,1020600010,,485959529.wem,,1020600010
/@/ogg/325202370.ogg,"Ah, such a joy to smell this scent again...",……哦，这阵香气……,Hornsent Grandam,1020600020,,325202370.wem,,1020600020
/@/ogg/926196776.ogg,Does a sculpted keeper stand before me?,是勇人莅临了吶？,Hornsent Grandam,1020600030,,926196776.wem,,1020600030
/@/ogg/103713760.ogg,Ohh!,哦哦……,Hornsent Grandam,1020600040,,103713760.wem,,1020600040
/@/ogg/335213462.ogg,"As I felt the sacred beast's essence fade, a great anxiety welled up within.",感应不到神兽的气息，婆婆我还在担心。,Hornsent Grandam,1020600050,,335213462.wem,,1020600050
/@/ogg/976600108.ogg,Forgive this old woman her foolish fears!,啊，幸好是多虑了吶。,Hornsent Grandam,1020600060,,976600108.wem,,1020600060
/@/ogg/828367397.ogg,"Tis such a relief, I cannot express.",万幸、真的是万幸吶。,Hornsent Grandam,1020600070,,828367397.wem,,1020600070
/@/ogg/304359455.ogg,"After an eternity of the mind, our voices have at last reached the heavens.",我们的祈求总算、总算是传到了天上。,Hornsent Grandam,1020600080,,304359455.wem,,1020600080
/@/ogg/343831963.ogg,As evinced by thy gracious arrival.,您来到了我们身边。,Hornsent Grandam,1020600090,,343831963.wem,,1020600090
/@/ogg/950772043.ogg,Ohh! Ohhh!,哦、哦哦……,Hornsent Grandam,1020600100,,950772043.wem,,1020600100
/@/ogg/305795533.ogg,"A-A-Ah, Ohhh!",……,Hornsent Grandam,1020600110,,305795533.wem,,1020600110
/@/ogg/697824584.ogg,"I implore, vessel of the sacred beast...",……勇人啊，神兽啊。,Hornsent Grandam,1020700000,,697824584.wem,,1020700000
/@/ogg/1037103121.ogg,Have my son accompany thee to war.,请将吾儿带在身边。,Hornsent Grandam,1020700010,,1037103121.wem,,1020700010
/@/ogg/734966270.ogg,And dance thy dance of beauteous choler.,请同理我等的愤怒，跳出绚丽的舞。,Hornsent Grandam,1020700020,,734966270.wem,,1020700020
/@/ogg/253478767.ogg,Take vengeance upon Messmer and his lot.,那群背叛我等，放火的玛莉卡之子──,Hornsent Grandam,1020700030,,253478767.wem,,1020700030
/@/ogg/596398474.ogg,"They who betrayed us, aye, they who burned us...",梅瑟莫还有他的那群爪牙……,Hornsent Grandam,1020700040,,596398474.wem,,1020700040
/@/ogg/491558670.ogg,Let them face in thy wrath their just deserts.,求求您，对他们降下报应。,Hornsent Grandam,1020700050,,491558670.wem,,1020700050
/@/ogg/680487274.ogg,My song will I sing...in service to thee.,婆婆我愿意为您的舞，献上歌声。,Hornsent Grandam,1020700060,,680487274.wem,,1020700060
/@/ogg/375596708.ogg,"O Sculpted keeper, channel thy choler, into the most resplendent of dances.",……勇人啊，请同理我等的愤怒，跳出绚丽的舞。,Hornsent Grandam,1020710000,,375596708.wem,,1020710000
/@/ogg/632873092.ogg,My song will I sing...in service to thee.,婆婆我愿意为您的舞，献上歌声。,Hornsent Grandam,1020710010,,632873092.wem,,1020710010
/@/ogg/754349850.ogg,"O Horn-deck'd beast, from higher sphere deliver'd.",……角之兽啊，神兽啊，,Hornsent Grandam,1020800000,,754349850.wem,,1020800000
/@/ogg/978591029.ogg,We beg of thee to dance and cavort.,为了我等舞动吧。,Hornsent Grandam,1020800010,,978591029.wem,,1020800010
/@/ogg/1011022737.ogg,"Dance and cavort, cleanse all that thou wilt.",舞得绚丽、舞得华美，净化一切吧──,Hornsent Grandam,1020800020,,1011022737.wem,,1020800020
/@/ogg/234838244.ogg,"Cruelty, woe, and those who plague the tower.",净化厄运、恶贼、塔的仇敌……,Hornsent Grandam,1020800030,,234838244.wem,,1020800030
/@/ogg/796618592.ogg,Cleanse away the strumpet's vile progeny.,净化那群恶妇之子！,Hornsent Grandam,1020800040,,796618592.wem,,1020800040
/@/ogg/249798815.ogg,"Welcome,",……哦哦，勇人啊。,Hornsent Grandam,1020900000,,249798815.wem,,1020900000
/@/ogg/782965118.ogg,O glorious Sculpted Keeper.,欢迎您来。,Hornsent Grandam,1020900010,,782965118.wem,,1020900010
/@/ogg/1018644726.ogg,"Thou'rt kind indeed, to this aged crone.",您居然为婆婆费心，真是感恩。,Hornsent Grandam,1020900020,,1018644726.wem,,1020900020
/@/ogg/510466.ogg,...,……,Hornsent Grandam,1020900030,,510466.wem,,1020900030
/@/ogg/825350549.ogg,"Pardon me, my dear, where are my manners!",……哦哦，对吶！,Hornsent Grandam,1020900040,,825350549.wem,,1020900040
/@/ogg/971869630.ogg,"Surely thou must hunger, O Sculpted Keeper?",勇人啊，您的肚子饿不饿？,Hornsent Grandam,1020900050,,971869630.wem,,1020900050
/@/ogg/455278273.ogg,"I prithee, partake of this modest dish.",您愿意的话，带走这份料理吧。,Hornsent Grandam,1020900060,,455278273.wem,,1020900060
/@/ogg/166897951.ogg,"Tis only plain fare, but sup to the lees, and it will surely grant thee ample vigour.",虽是粗茶淡饭，补充精力却颇有奇效吶。,Hornsent Grandam,1020900070,,166897951.wem,,1020900070
/@/ogg/817654585.ogg,"Shouldst thou be by hunger's pangs beset, I implore thee, partake of my stew.",饿的时候，拿刚才的炖煮料理填饱肚子吧。,Hornsent Grandam,1020910000,,817654585.wem,,1020910000
/@/ogg/466482076.ogg,Thou'rt sure to feel thy vigour restored.,那在补充精力上，颇有奇效吶。,Hornsent Grandam,1020910010,,466482076.wem,,1020910010
/@/ogg/68633890.ogg,"Though, if the flavour doth thy tongue offend, I care not if thou throwest it away.",……但如果不合胃口，别介意，直接扔掉吧。,Hornsent Grandam,1020910020,,68633890.wem,,1020910020
/@/ogg/963423388.ogg,"Welcome,",……哦哦，勇人啊。,Hornsent Grandam,1020950000,,963423388.wem,,1020950000
/@/ogg/908954179.ogg,O glorious Sculpted Keeper.,欢迎您来。,Hornsent Grandam,1020950010,,908954179.wem,,1020950010
/@/ogg/223132671.ogg,What a joy it is to see thee again.,婆婆很高兴看到您。,Hornsent Grandam,1020950020,,223132671.wem,,1020950020
/@/ogg/755564782.ogg,...,……,Hornsent Grandam,1020950030,,755564782.wem,,1020950030
/@/ogg/203143864.ogg,Thou possessest yet my scorpion stew...,您还带着婆婆煮的炖煮蝎子吶。,Hornsent Grandam,1020950040,,203143864.wem,,1020950040
/@/ogg/763522411.ogg,The broth is mine own little invention. 'Tis palatable for quite the long while.,那道料理的汤汁下了点工夫，能保存比较久。,Hornsent Grandam,1020950050,,763522411.wem,,1020950050
/@/ogg/1014607615.ogg,"Shouldst thou be by hunger's pangs beset, I implore thee to partake of it.",等您肚子饿了，再享用吧。,Hornsent Grandam,1020950060,,1014607615.wem,,1020950060
/@/ogg/722580981.ogg,"I implore thee, partake of my stew, shouldst thou be by hunger's pangs beset.",饿的时候，就拿炖煮料理填饱肚子吧。,Hornsent Grandam,1020960000,,722580981.wem,,1020960000
/@/ogg/938946091.ogg,Thou'rt sure to feel thy vigour restored.,那在补充精力上，颇有奇效吶。,Hornsent Grandam,1020960010,,938946091.wem,,1020960010
/@/ogg/916243561.ogg,"Though, if the flavour doth thy tongue offend, I care not if thou throwest it away.",……但如果不合胃口，别介意，直接扔掉吧。,Hornsent Grandam,1020960020,,916243561.wem,,1020960020
/@/ogg/653191940.ogg,"Welcome,",……哦哦，勇人啊。,Hornsent Grandam,1020970000,,653191940.wem,,1020970000
/@/ogg/206088428.ogg,O glorious Sculpted Keeper.,欢迎您来。,Hornsent Grandam,1020970010,,206088428.wem,,1020970010
/@/ogg/2189614.ogg,What a joy it is to see thee again.,婆婆很高兴看到您。,Hornsent Grandam,1020970020,,2189614.wem,,1020970020
/@/ogg/898825421.ogg,...,……,Hornsent Grandam,1020970030,,898825421.wem,,1020970030
/@/ogg/175791289.ogg,"Oh, I know...",啊，对吶。,Hornsent Grandam,1020970040,,175791289.wem,,1020970040
/@/ogg/999748669.ogg,"Dost thou hunger, noble guest?",勇人啊，您的肚子饿不饿？,Hornsent Grandam,1020970050,,999748669.wem,,1020970050
/@/ogg/803778728.ogg,Prithee take with thee more scorpion stew.,您愿意的话，带走婆婆煮的炖煮蝎子吧。,Hornsent Grandam,1020970060,,803778728.wem,,1020970060
/@/ogg/482745789.ogg,I've an inkling thou might have need of more.,婆婆心想您大概吃完了，所以事先准备了一些。,Hornsent Grandam,1020970070,,482745789.wem,,1020970070
/@/ogg/220143694.ogg,"I implore thee, partake of my stew, shouldst thou be by hunger's pangs beset.",饿的时候，就拿炖煮料理填饱肚子吧。,Hornsent Grandam,1020980000,,220143694.wem,,1020980000
/@/ogg/281741509.ogg,Thou'rt sure to feel thy vigour restored.,那在补充精力上，颇有奇效吶。,Hornsent Grandam,1020980010,,281741509.wem,,1020980010
/@/ogg/700394883.ogg,"Though, if the flavour doth thy tongue offend, I care not if thou throwest it away.",……但如果不合胃口，别介意，直接扔掉吧。,Hornsent Grandam,1020980020,,700394883.wem,,1020980020
/@/ogg/973658367.ogg,Heavens! Great and gallant Sculpted Keeper!,……哦哦，勇人啊。,Hornsent Grandam,1021000000,,973658367.wem,,1021000000
/@/ogg/4963325.ogg,I know it in my bones...,婆婆我是知情的──,Hornsent Grandam,1021000010,,4963325.wem,,1021000010
/@/ogg/30070150.ogg,Thy deed is done!,您完成了一件大事。,Hornsent Grandam,1021000020,,30070150.wem,,1021000020
/@/ogg/430352010.ogg,"A worthy deed no doubt, to bring our foes what surely was deserved recompense!",您让那群仇敌受到了莫大的报应。,Hornsent Grandam,1021000030,,430352010.wem,,1021000030
/@/ogg/154126318.ogg,Ohh! Ohhh!,哦、哦哦……,Hornsent Grandam,1021000040,,154126318.wem,,1021000040
/@/ogg/232666639.ogg,"Heaven hath borne witness to our plight,",上天将一切都看在眼里。,Hornsent Grandam,1021000050,,232666639.wem,,1021000050
/@/ogg/411408071.ogg,"thy gleaming wrath, and unparalleled dance.",所以肯定也有看见您的愤怒，以及舞蹈。,Hornsent Grandam,1021000060,,411408071.wem,,1021000060
/@/ogg/923462747.ogg,"Though a trifle it might seem to thee, I have prepared a dish in celebration.",婆婆准备了表示谢意的餐点。,Hornsent Grandam,1021000070,,923462747.wem,,1021000070
/@/ogg/325172382.ogg,T'would please me much if thou might partake.,来，请用。,Hornsent Grandam,1021000080,,325172382.wem,,1021000080
/@/ogg/516777348.ogg,"Partake, partake, until thou art sated.",尽情享用吧。,Hornsent Grandam,1021000090,,516777348.wem,,1021000090
/@/ogg/858489906.ogg,"O Sculpted Keeper,",……勇人啊。,Hornsent Grandam,1021100000,,858489906.wem,,1021100000
/@/ogg/545415422.ogg,I offer my thanks.,谢谢您。,Hornsent Grandam,1021100010,,545415422.wem,,1021100010
/@/ogg/158661980.ogg,"Thou danced with passing wrath and beauty, such that rightfully avenged we would be...",您为了我等展现愤怒，跳出绚丽的舞蹈。,Hornsent Grandam,1021100020,,158661980.wem,,1021100020
/@/ogg/996266174.ogg,I have never known such joy as this.,这对我等来说，是无比的喜悦。,Hornsent Grandam,1021100030,,996266174.wem,,1021100030
/@/ogg/350274102.ogg,UnkText,,Hornsent Grandam,1021100040,,350274102.wem,,1021100040
/@/ogg/484850240.ogg,"Sculpted Keeper,",……勇人啊。,Hornsent Grandam,1021200000,,484850240.wem,,1021200000
/@/ogg/220059378.ogg,O great and gallant Sculpted Keeper...,啊啊，勇人啊。,Hornsent Grandam,1021200010,,220059378.wem,,1021200010
/@/ogg/962807819.ogg,Wert thou by this old maid unduly push'd? Into facing such labours as thou didst?,是不是婆婆我，把愿望强加在您身上？,Hornsent Grandam,1021200020,,962807819.wem,,1021200020
/@/ogg/742407419.ogg,Has our grave resentment fettered thee?,是不是我等的悲叹，束缚了您？,Hornsent Grandam,1021200030,,742407419.wem,,1021200030
